clean,hashtags,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust,freq_anger,bi_anger,freq_anticipation,bi_anticipation,freq_disgust,bi_disgust,freq_fear,bi_fear,freq_joy,bi_joy,freq_love,bi_love,freq_optimism,bi_optimism,freq_pessimism,bi_pessimism,freq_sadness,bi_sadness,freq_surprise,bi_surprise,freq_trust,bi_trust
many gloomy days,[],0,0,0,0,0,0,0,1,1,0,0,0.00600711045727596,0.0,0.0022482014388489208,0.0,0.006829618979151689,0.0,0.005475989890480202,0.0,0.006730649383023807,5.0205843960236973e-05,0.006293474660483604,0.0,0.005885815185403178,6.135722174499939e-05,0.009626955475330927,0.0002991325157044571,0.011229135053110774,0.0001833068556764023,0.0029955067398901645,0.0,0.0025471217524197657,0.0
tomlinmayniac starting new challenge glee poll every day,[],0,0,0,0,1,0,1,0,0,0,0,0.015324261370601937,4.848014737964803e-05,0.01821043165467626,0.0,0.016415049125329498,4.714090416254184e-05,0.016006739679865205,0.00019603999215840032,0.03789106319331921,0.0006024701275228437,0.03544219940377608,0.0,0.032224838140082396,0.0007362866609399927,0.013237063778580024,0.0,0.02078907435508346,0.00012220457045093486,0.010484273589615577,0.0,0.014263881813550688,0.0006273525721455458
peoplelikemebecause unknown reason try discourage,['PeopleLikeMeBecause'],1,0,0,0,0,0,0,1,0,0,0,0.006129704548240775,0.00019392058951859213,0.002922661870503597,0.0,0.006110711718188354,0.0,0.004001684919966301,0.0,0.0018696248286177242,0.0,0.000662471016893011,0.0,0.004120070629782225,0.0,0.0069193742478941035,0.0005982650314089142,0.004704097116843702,0.0,0.000998502246630055,0.0,0.004075394803871625,0.0
weather changed sunny bright gloomy time match afternoon mood unamusedface,[],0,0,0,0,1,1,0,1,1,0,0,0.013730538188059336,0.0,0.011016187050359713,0.0,0.01461778097292116,0.0,0.010951979780960405,0.0,0.02343263118534214,0.00045185259564213277,0.019542894998343822,0.0015218126479540073,0.019570335491465567,0.0,0.014741275571600484,0.0013460963206700569,0.021396054628224588,0.0005499205670292069,0.0034947578632051925,0.0,0.009679062659195109,0.0
wotzupcapetown thanks sharing surprise guests humanjurgen amp visiting tenor sax cunninghamcolin livemusic capetown blues,"['livemusic', 'capetown', 'blues']",0,0,0,0,1,1,1,0,0,1,0,0.017776143189898248,0.0,0.020233812949640287,0.0,0.018092499400910615,0.0,0.016427969671440605,0.0,0.032905396983671946,0.0006526759714830806,0.02914872474329249,0.0021981738248224546,0.026191877575044136,0.0007976438826849919,0.010830324909747294,0.0,0.019119878603945373,0.0,0.020968547179231155,0.004297520661157025,0.019867549668874173,0.0
love barberceleste insta,[],0,0,0,0,1,1,0,0,0,0,0,0.0036778227289444645,0.0,0.0020233812949640288,0.0,0.0033549005511622335,0.0,0.002737994945240101,0.0,0.021064439735759694,0.0002008233758409479,0.05200397482610136,0.0006763611768684477,0.017804590935844616,0.00012271444348999877,0.004211793020457281,0.0,0.005007587253414264,0.0,0.0014977533699450823,0.0,0.00967906265919511,0.0
ajstylesorg know scripted ego maniac elated hear devout christian like phenomanal,[],0,0,0,0,1,0,1,0,0,0,0,0.032610028196640925,0.0,0.024055755395683453,0.0,0.03366882338844956,0.0,0.02316764953664701,0.0,0.03165898043126013,0.0005522642835626067,0.019211659489897316,0.0,0.028399058269570336,0.0006749294391949932,0.027978339350180507,0.0,0.030349013657056147,0.0,0.024463305042436347,0.0,0.0163015792154865,0.0
carlybigelow13 first take room wan beat,[],1,0,1,0,0,0,0,0,1,0,0,0.012136815005516735,0.00048480147379648033,0.0085431654676259,0.0,0.011382698298586149,0.0004714090416254184,0.009477674810446503,0.0,0.012090240558394616,0.0,0.005299768135144088,0.0,0.011035903472630958,0.0,0.005415162454873647,0.0,0.011229135053110772,0.00030551142612733715,0.0034947578632051925,0.0,0.006622516556291391,0.0
decent sleep makes kurt happy soldier spit amp polish converse men chests baseball caps jaunty angle,[],0,0,0,0,1,0,0,0,0,0,0,0.024518818192963098,0.0,0.017086330935251796,0.0,0.02468248262640786,0.0,0.02211457455770851,0.0,0.05023058706219619,0.0007530876594035546,0.04604173567406426,0.0,0.04311359623307829,0.0,0.017749699157641397,0.0,0.029742033383915022,0.0,0.016974538192710935,0.0,0.023433520122261842,0.0
lmryle tomcolicchio realdonaldtrump hillaryclinton ajjaffe understand concerns look foundation contributions worry,['worry'],0,0,0,1,0,0,0,0,0,0,0,0.011646438641657474,0.00048480147379648033,0.0085431654676259,0.0,0.011981787682722263,0.0004714090416254185,0.013479359730412805,0.0010782199568712021,0.009472765798329803,0.0,0.004968532626697582,0.0,0.012507357268981754,0.0,0.008724428399518652,0.00014956625785222854,0.007890743550834597,0.0,0.010983524712930605,0.002975206611570248,0.007641365257259297,0.0
bbcpolitics bbcnews rather leave child borisjohnson shudder,['shudder'],0,0,1,1,0,0,0,1,1,0,0,0.004290793183768543,0.0,0.0022482014388489208,0.0,0.005751258087706685,0.00028284542497525106,0.006529064869418702,0.0005881199764752011,0.001994266483858906,0.0,0.0009937065253395165,0.0,0.001618599175985874,0.0,0.005415162454873646,0.0008973975471133713,0.006525037936267072,0.0003666137113528046,0.0014977533699450825,0.0,0.0010188487009679063,0.0
deshbhakthoon always unhappy easily offended,[],1,0,0,0,0,0,0,0,1,0,0,0.01667279637121491,0.00019392058951859213,0.00427158273381295,0.0,0.01545650611071172,0.0,0.004212299915754002,0.0,0.008849557522123895,0.0,0.008943358728055649,0.0,0.01088875809299588,0.0,0.012936221419975934,0.0,0.018209408194233688,0.0002444091409018697,0.0044932601098352475,0.0,0.010188487009679063,0.0
standard candice starting show pout startasyoumeantogoon gbbo,"['startasyoumeantogoon', 'GBBO']",0,0,0,0,1,0,0,0,0,0,0,0.008826774549466716,0.0,0.0038219424460431656,0.0,0.00826743350107836,0.0,0.005054759898904802,0.0,0.008101707590676806,0.0003012350637614218,0.007287181185823121,0.0,0.006032960565038258,0.0,0.0048134777376654635,0.0,0.007283763277693475,0.0,0.0024962556165751375,0.0,0.0020376974019358125,0.0
inha seol banter rly fun read awe seol willing deal tho,[],0,0,0,0,1,0,0,0,0,1,0,0.0030648522741203877,0.0,0.004946043165467626,0.0,0.002875629043853343,0.0,0.004844144903117102,0.0,0.013336657110806432,0.0005020584396023697,0.011593242795627692,0.0,0.008828722778104769,0.0,0.0024067388688327317,0.0,0.005462822458270107,0.0,0.01198202695956066,0.0033057851239669425,0.005094243504839531,0.0
extremely bitter fact subway robart replaced lowrent version chipotle,[],1,0,1,0,0,0,0,0,1,0,0,0.010665685913938948,0.00038784117903718426,0.002922661870503597,0.0,0.010184519530313924,0.0003771272333003348,0.002527379949452401,0.0,0.0037392496572354484,0.0,0.002649884067572044,0.0,0.004708652148322542,0.0,0.004211793020457281,0.0,0.008649468892261002,0.0004888182818037394,0.00399400898652022,0.0,0.0010188487009679063,0.0
veteran totally got ticket elated right close call,[],0,0,0,0,1,0,1,0,0,0,0,0.02157656000980753,0.0,0.014613309352517985,0.0,0.019650131799664513,0.0,0.012215669755686605,0.0,0.01844696497569488,0.0003514409077216588,0.013911891354753231,0.0,0.016921718658034133,0.00042950055221499566,0.01474127557160048,0.0,0.02033383915022762,0.0,0.00998502246630055,0.0,0.01120733571064697,0.0
huffpostuk greater wrath woman scorned,[],1,0,0,0,0,0,0,0,0,0,0,0.004290793183768542,0.00024240073689824016,0.0022482014388489208,0.0,0.002635993290198898,0.0,0.0018955349620893007,9.801999607920016e-05,0.001994266483858906,0.0,0.001987413050679033,0.0,0.0019128899352560329,0.0,0.0012033694344163659,0.0,0.0010622154779969652,0.0,0.0014977533699450825,0.0,0.0015282730514518594,0.0
tmobile stores original note7 customer zero results going guys terrible customerservice 2hour waittime,"['tmobile', 'stores', 'original', 'note7', 'customer', 'results', 'terrible', 'customerservice', '2hour', 'waittime']",1,0,1,0,0,0,0,0,0,0,0,0.02880961137673164,0.0012120036844912008,0.010341726618705038,0.0,0.02719865803977953,0.0007071135624381276,0.015585509688289806,9.801999607920016e-05,0.008226349245917986,0.0,0.004306061609804571,0.0,0.0075044143613890515,0.0,0.0141395908543923,0.00014956625785222854,0.020030349013657057,0.00012220457045093486,0.004992511233150275,0.0,0.004075394803871625,0.0
wan really say deffo fear missing,[],0,0,0,1,0,0,0,0,0,0,0,0.01802133137182788,0.0,0.014613309352517985,0.0,0.019889767553318956,0.0,0.03369839932603201,0.0004900999803960008,0.015954131870871243,0.0,0.01159324279562769,0.0,0.018393172454384932,0.0,0.017448856799037304,0.0,0.017602427921092564,0.0,0.010484273589615577,0.0,0.014263881813550688,0.0
nasty nasty chilly rain put damper afternoon cigar good thing cspanwj four congresscritters tomorrow,['CongressCritters'],0,0,1,0,0,0,0,0,1,0,0,0.015937231825426015,9.696029475929607e-05,0.015737410071942445,0.00011716461628588167,0.01677450275581117,0.0007071135624381275,0.016638584667228305,0.0,0.025426897669201046,0.0001506175318807109,0.016561775422325276,0.00016909029421711193,0.02736904061212478,0.00024542888697999754,0.014440433212996389,0.0,0.017754172989377842,0.000855431993156544,0.008986520219670495,0.0,0.016811003565970453,0.0
always depressing sort wordpress plugin recommendations best least offensive terms premium features,[],1,0,1,0,0,0,0,0,1,0,0,0.014343508642883416,0.0005332816211761284,0.009892086330935253,0.0,0.014018691588785047,0.0005185499457879603,0.0071609098567818035,0.0,0.016951265112800696,0.0,0.014905597880092747,0.0,0.020453207769276047,0.0,0.021359807460890494,0.0,0.020940819423368746,0.0006721251374801417,0.0054917623564653024,0.0,0.015282730514518594,0.0
\nmichael carrick struck back net much delight pressure man fanz mou,[],0,0,0,0,0,0,0,0,1,0,0,0.019492460463405664,0.0,0.011915467625899281,0.0,0.017852863647256172,0.0,0.013900589721988207,0.0,0.02218621463293033,5.0205843960236973e-05,0.01755548194766479,0.0,0.01868746321365509,6.135722174499939e-05,0.013838748495788207,0.0,0.02063732928679818,0.0006110228522546743,0.006490264603095357,0.0,0.00967906265919511,0.0
right feeling pretty desolate,[],1,0,0,0,0,0,0,0,1,0,0,0.010175309550079687,0.0001454404421389441,0.006519784172661871,0.0,0.009345794392523366,0.0,0.009267059814658803,0.0,0.008849557522123894,5.0205843960236973e-05,0.007287181185823121,0.0,0.00824014125956445,0.0,0.01022864019253911,0.0,0.013201820940819422,0.0002444091409018697,0.0034947578632051925,0.0,0.007131940906775344,0.0
onto sargonofakkad know secretly pine masculine order objective morality disciplined transcendent pursuits,[],0,1,0,0,1,0,0,0,0,0,0,0.013485350006129704,0.0,0.014613309352517988,0.0012888107791446982,0.01234124131320393,0.0,0.010741364785172704,0.0,0.014956998628941797,0.0005522642835626067,0.00728718118582312,0.0,0.013095938787522073,0.0,0.011732851985559569,0.0,0.013201820940819425,0.0,0.011482775836245632,0.0,0.0056036678553234845,0.0
literally dying amp living time catch adrianver twitter following life basic hilarity,['hilarity'],0,0,0,0,1,0,0,0,0,0,0,0.032977810469535365,0.0,0.026079136690647483,0.00011716461628588167,0.034627366403067336,0.0,0.03559393428812131,9.801999607920016e-05,0.05110307864888446,0.0011045285671252133,0.03511096389532958,0.0,0.04885226603884638,0.0007362866609399926,0.032490974729241874,0.0,0.04279210925644917,0.0,0.01797304043934099,0.0,0.02292409577177789,0.0
yesterday sept 2016 installed new stratagem including audacity rejoicing harbour tower tenaciously follow,[],0,0,0,0,1,0,1,0,0,0,0,0.009317150913325977,0.0,0.011915467625899283,0.0,0.009585430146177808,0.0,0.006107834877843303,0.0,0.01894553159665961,0.0006024701275228437,0.015568068896985757,0.0,0.015597410241318423,0.0007362866609399926,0.004512635379061372,0.0,0.009256449165402124,0.0,0.007488766849725412,0.0,0.00815078960774325,0.0
kotakbankltd udaykotak official got touch issue addressed unhappy patheticservices,"['unhappy', 'patheticservices']",1,0,1,0,0,0,0,0,1,0,0,0.01655020228025009,0.00038784117903718426,0.008543165467625902,0.0,0.01545650611071172,0.0003771272333003348,0.007371524852569504,0.0,0.008724915866882716,0.0,0.006955945677376615,0.0,0.00824014125956445,0.0,0.012936221419975932,0.0,0.018512898330804252,0.0004888182818037394,0.0064902646030953574,0.0,0.003565970453387672,0.0
mary astounded concept leftover milk end cereal gbbo,['GBBO'],0,0,0,0,0,0,0,0,1,1,0,0.005394140002451881,0.0,0.004946043165467626,0.0,0.0050323508267433505,0.0,0.004212299915754001,0.0,0.005234949520129628,0.0,0.003974826101358066,0.0,0.007062978222483814,0.0,0.0048134777376654635,0.0,0.006980273141122914,0.000427715996578272,0.00998502246630055,0.0023140495867768596,0.0025471217524197657,0.0
biggest threat global stability climatechange food water security terrorism russia war trump clinton geopolitics korea vwo,"['THREAT', 'GLOBAL', 'STABILITY', 'climatechange', 'food', 'water', 'security', 'terrorism', 'russia', 'war', 'trump', 'clinton', 'geopolitics', 'korea']",1,0,1,1,0,0,0,1,0,0,0,0.021453965918842716,0.0008241625054540166,0.00651978417266187,0.0,0.02228612508986341,0.0008013953707632111,0.031381634372367316,0.0015683199372672032,0.004487099588682538,0.0,0.0023186485591255384,0.0,0.0069158328428487355,0.0,0.014440433212996392,0.002243493867783428,0.009559939301972686,0.0,0.004992511233150275,0.0,0.003565970453387672,0.0
depressing shit ever,[],1,0,0,0,0,0,0,1,1,0,0,0.014220914551918599,9.696029475929607e-05,0.0040467625899280575,0.0,0.014977234603402827,0.0,0.008003369839932602,0.0,0.005858157796335536,0.0,0.004306061609804571,0.0,0.005738669805768099,0.0,0.014139590854392297,0.0002991325157044571,0.017147192716236725,0.00012220457045093486,0.0044932601098352475,0.0,0.0020376974019358125,0.0
always leads kind hilarity average people never experience especially breakups,[],0,1,0,0,0,0,1,0,1,0,0,0.036410445016550205,0.0001454404421389441,0.017985611510791366,0.001054481546572935,0.03606518092499401,0.00018856361665016733,0.018534119629317607,9.801999607920016e-05,0.025302256013959863,5.0205843960236973e-05,0.020867837032129848,0.0,0.03163625662154209,0.0006135722174499938,0.021660649819494587,0.0002991325157044571,0.030045523520485586,0.0007332274227056092,0.010983524712930605,0.0,0.01935812531839022,0.0
corruptmelon feeling worry,['worry'],0,0,0,1,0,0,0,0,0,0,0,0.0025744759102611257,4.848014737964803e-05,0.004721223021582734,0.0,0.002156721782890007,0.0,0.008424599831508003,0.00019603999215840032,0.00461174124392372,0.0,0.0033123550844650546,0.0,0.007651559741024131,0.0,0.007521058965102287,0.0,0.006069802731411229,0.0,0.0,0.0,0.006113092205807438,0.0
huge congrats friends voidmovie usapremiere tomorrow film thevoid featurefilm scaryshit,"['USAPREMIERE', 'film', 'thevoid', 'featurefilm', 'scaryshit']",0,0,0,0,1,0,1,0,0,0,0,0.0028196640921907563,0.0,0.005845323741007194,0.0,0.0035945363048166786,0.0,0.009688289806234204,0.0007841599686336015,0.009971332419294529,0.0008534993473240286,0.00364359059291156,0.0,0.009858740435550326,0.0010430727696649894,0.00421179302045728,0.0,0.005462822458270107,0.0,0.0029955067398901645,0.0,0.0025471217524197657,0.0
justingau jamesmelville certainly would catch multitude,[],0,1,0,0,0,0,1,0,0,0,0,0.010175309550079687,0.00024240073689824016,0.011241007194244604,0.0005858230814294083,0.00994488377665948,0.0002357045208127092,0.009056444818871103,0.0004900999803960008,0.00785242428019444,0.0,0.004637297118251077,0.0,0.008975868157739847,0.0003067861087249969,0.007220216606498195,0.0,0.008649468892261002,0.0,0.003494757863205192,0.0,0.007641365257259297,0.0
blame manager watching players play abysmal team dreadful jose save noone mufc,['mufc'],1,0,1,0,0,0,0,1,1,0,0,0.014466102733848227,0.0006302419159354244,0.010341726618705038,0.0,0.014857416726575605,0.0006128317541130439,0.006318449873631003,0.0,0.01321201545556525,5.0205843960236973e-05,0.006293474660483604,0.0,0.01059446733372572,6.135722174499939e-05,0.009626955475330929,0.001645228836374514,0.011987860394537175,0.0006721251374801417,0.007488766849725412,0.0,0.00815078960774325,0.0
johnkerry indignant wants world knows obama nothing putin wants aleppo syria,"['Aleppo', 'Syria']",1,0,1,0,0,0,0,1,0,0,0,0.011769032732622286,0.0005332816211761284,0.005620503597122303,0.0,0.01234124131320393,0.0005185499457879603,0.009056444818871103,9.801999607920016e-05,0.008101707590676804,0.0,0.006293474660483604,0.0,0.008975868157739847,0.0,0.01444043321299639,0.0014956625785222854,0.009863429438543245,6.110228522546743e-05,0.0024962556165751375,0.0,0.006113092205807438,0.0
finished discover never random thoughts crossoverlife,"['thoughts', 'CrossoverLife']",0,0,0,0,0,0,1,0,0,0,0,0.009071962731396349,0.0,0.006744604316546762,0.0,0.008746705008387251,0.0,0.0056866048862679024,0.0,0.007353857659229715,0.0,0.005299768135144088,0.0,0.012507357268981755,0.0003067861087249969,0.005716004813477738,0.0,0.00819423368740516,0.0,0.00399400898652022,0.0,0.004584819154355578,0.0
better second half team season optimism,['optimism'],0,0,0,0,1,0,1,0,0,0,1,0.011278656368763025,4.848014737964803e-05,0.009442446043165468,0.00011716461628588167,0.011023244668104481,4.714090416254184e-05,0.006529064869418703,0.0,0.016701981802318334,0.00045185259564213277,0.00662471016893011,0.0,0.022071806945261917,0.0005522149957049945,0.00812274368231047,0.0,0.010622154779969651,6.110228522546743e-05,0.002995506739890165,0.0,0.016811003565970453,0.0015683814303638643
mcrichard awe adorable,[],0,0,0,0,1,1,1,0,0,0,0,0.000490376363859262,0.0,0.0008992805755395684,0.0,0.0004792715073088905,0.0,0.0014743049705139006,0.0,0.004736382899164901,0.00010041168792047395,0.0076184166942696255,0.00033818058843422386,0.0025014714537963507,0.00012271444348999877,0.0009025270758122744,0.0,0.0019726858877086497,6.110228522546743e-05,0.0024962556165751375,0.0,0.0025471217524197657,0.0
hillaryclinton evidently realdonaldtrump feels norms show tax return nothing fear,"['norms', 'tax', 'fear']",0,0,0,1,0,0,0,0,0,0,0,0.014833885006742677,0.00038784117903718426,0.005845323741007194,0.0,0.016774502755811167,0.0003771272333003348,0.030117944397641115,0.0008821799647128017,0.011093107316465163,0.0,0.0076184166942696255,0.0,0.014420247204237787,0.0,0.011432009626955475,0.0,0.013050075872534143,0.0,0.004992511233150275,0.0,0.009169638308711158,0.0
chencouture lmao slutty hater girl video hilarious facewithtearsofjoy,[],0,0,0,0,1,0,0,0,0,0,0,0.01140125045972784,0.0,0.00764388489208633,0.0,0.011981787682722261,0.0,0.006529064869418702,0.0,0.033154680294154304,0.0004016467516818958,0.01755548194766479,0.00016909029421711193,0.018246027074749854,0.0,0.0069193742478941035,0.0,0.010622154779969651,0.0,0.02196704942586121,0.0,0.005094243504839531,0.0
day harvest16 listening sound chopper working way closer home mountaindairy makes happy farm365,"['harvest16', 'happy', 'farm365']",0,0,0,0,1,1,1,0,0,0,0,0.02206693637366679,0.0,0.01731115107913669,0.0,0.022885214473999525,0.0,0.01979780960404381,0.0,0.05945406955004363,0.0013555577869263982,0.06227227558794303,0.002367264119039567,0.0544437904649794,0.0010430727696649897,0.018351383874849577,0.0,0.029438543247344462,0.0,0.012980529206190713,0.00033057851239669424,0.02547121752419766,0.0009410288582183187
point today someone says something remotely kind waterfall burst eyes,[],0,0,0,0,1,1,1,0,1,0,0,0.025867353193576074,0.0,0.017985611510791366,0.0,0.025760843517852867,0.0,0.017902274641954506,0.0,0.0230587062196186,0.00045185259564213277,0.020867837032129848,0.0015218126479540073,0.024573278399058263,0.0005522149957049945,0.020457280385078217,0.0,0.025948406676783005,0.0005499205670292069,0.015476784822765852,0.0,0.012226184411614875,0.0
greener105th astounded respect blacks vote like human talk towards bigotry display,[],1,0,1,0,0,0,0,0,0,0,0,0.03224224592374648,0.00048480147379648033,0.014163669064748202,0.0,0.03306973400431345,0.0004714090416254185,0.01811288963774221,0.0,0.018945531596659602,0.0,0.012255713812520703,0.0,0.018246027074749854,0.0,0.021961492178098674,0.0,0.025189681335356602,0.0,0.014977533699450825,0.0,0.013754457463066735,0.0
simple get two shots espresso grande decaf 130 degrees soy americano extra foam barista,['barista'],0,0,0,0,1,0,0,0,0,0,0,0.02243471864656124,0.0006787220633150725,0.01506294964028777,0.0,0.021087946321591184,0.0006599726582755857,0.01748104465037911,0.0012742599490296025,0.016951265112800703,0.0006526759714830806,0.008943358728055649,0.0,0.01692171865803414,0.0,0.015944645006016847,0.0,0.020940819423368742,0.0,0.010484273589615577,0.0,0.01273560876209883,0.0
joeshennan meanwhile joshuamurraybm getting 740am train hope really really enjoy hotel shennan,[],0,0,0,0,1,0,1,0,0,0,0,0.023783253647174207,0.0006302419159354244,0.021807553956834532,0.00023432923257176333,0.026120297148334533,0.0006128317541130438,0.02169334456613311,0.0,0.023058706219618596,0.0006024701275228437,0.01623053991387877,0.00033818058843422386,0.021188934667451437,0.0007362866609399926,0.02075812274368231,0.0,0.024430955993930196,6.110228522546743e-05,0.014977533699450825,0.0,0.009169638308711155,0.0
goes butterflies stomach anxietyproblems,['anxietyproblems'],0,0,0,1,0,0,0,0,1,0,0,0.0011033468186833395,0.0,0.0006744604316546763,0.0,0.0015576323987538938,0.0,0.004422914911541702,0.0004900999803960008,0.0017449831733765424,0.0,0.001324942033786022,0.0,0.001618599175985874,0.0,0.0012033694344163659,0.0,0.002731411229135053,0.0001833068556764023,0.0,0.0,0.0005094243504839531,0.0
darklunefantasy wallah blood boiling need take nap ugh,[],1,0,1,0,0,0,0,0,0,0,0,0.01716317273507417,0.0007272022106947205,0.009892086330935253,0.00011716461628588167,0.01689432063263839,0.0006128317541130438,0.009267059814658803,0.0,0.009971332419294527,0.0,0.004637297118251077,0.0,0.011624484991171278,0.0,0.008423586040914562,0.0,0.014415781487101669,6.110228522546743e-05,0.0014977533699450825,0.0,0.007641365257259297,0.0
fraserkeegan steak pie supper,[],0,0,0,0,1,0,0,0,0,0,0,0.0001225940909648155,0.0,0.0002248201438848921,0.0,0.00011981787682722263,0.0,0.0,0.0,0.0014956998628941794,0.0003012350637614218,0.000662471016893011,0.0,0.0010300176574455562,0.00018407166523499817,0.00030084235860409147,0.0,0.00015174506828528073,0.0,0.0,0.0,0.0,0.0
know man assume realdonaldtrump heated argument penis sad,['sad'],0,0,0,0,0,0,0,0,1,0,0,0.022802500919455685,0.0002908808842778882,0.013489208633093526,0.0,0.023723939611790083,0.00028284542497525106,0.015585509688289808,0.0,0.017574473389006605,0.0,0.010930771778734681,0.0,0.0164802825191289,0.0,0.03369434416365824,0.0,0.03672230652503794,0.0007943297079310766,0.014977533699450825,0.0,0.008660213958227202,0.0
moocowward mrsajhargreaves melly77 garybarlow come mum 60th 25k tweets seenoevilmonkey bitter soreloser,"['bitter', 'soreloser']",1,0,0,0,1,0,0,0,0,0,0,0.014343508642883415,0.0009696029475929607,0.00651978417266187,0.0,0.01234124131320393,0.00042426813746287664,0.0056866048862679024,0.0,0.009098840832606255,0.0005522642835626067,0.005631003643590593,0.0,0.00794585050029429,0.0,0.006317689530685921,0.0,0.011532625189681334,0.0005499205670292069,0.0034947578632051925,0.0,0.003056546102903719,0.0
unhumanrights undppakistan wat irony pakistan lecturing world curbing terrorism,"['Pakistan', 'terrorism']",0,0,1,0,0,0,0,1,0,0,0,0.015079073188672309,0.00033936103165753623,0.005845323741007194,0.0,0.015456506110711716,0.0007071135624381276,0.025484414490311712,0.0,0.004611741243923719,0.0,0.003974826101358066,0.0,0.0077987051206592104,0.0,0.009326113116726837,0.0011965300628178283,0.006828528072837632,0.0,0.0024962556165751375,0.0,0.005094243504839531,0.0
edquinn63 even forget pick fave child school offended,['offended'],1,0,1,0,0,0,0,0,1,0,0,0.019247272281476033,0.0006302419159354244,0.006969424460431654,0.0,0.020249221183800622,0.0006128317541130439,0.009267059814658805,0.0,0.008350990901159167,0.0,0.0059622391520370984,0.0,0.0073572689817539725,0.0,0.01022864019253911,0.0,0.016995447647951443,0.000427715996578272,0.006989515726410385,0.0,0.004075394803871625,0.0
scared press send bgoodthepoet prayforme thisisagoddream career help fear heart heartracing,"['bgoodthepoet', 'PrayForMe', 'ThisIsAGodDream', 'career', 'help', 'fear', 'heart', 'HeartRacing']",0,1,0,1,0,0,0,0,0,0,0,0.006742675003064852,4.848014737964803e-05,0.00966726618705036,0.00210896309314587,0.0074287083632878035,4.714090416254184e-05,0.03580454928390901,0.0017643599294256034,0.009597407453570983,0.0,0.011593242795627692,0.0,0.018098881695114772,0.0004908577739599951,0.01233453670276775,0.0,0.01229135053110774,0.0,0.0034947578632051925,0.0,0.013754457463066735,0.0
serious problems expectation private philanthropy replace functional government services dangerous,[],1,0,1,1,0,0,0,0,0,0,0,0.006865269094029668,0.0004363213264168323,0.005845323741007195,0.0,0.007189072609633355,0.00042426813746287664,0.005475989890480202,0.0008821799647128017,0.004362457933441356,0.0,0.001324942033786022,0.0,0.0042672160094173045,0.0,0.003610108303249097,0.0,0.004855842185128983,0.0,0.00599101347978033,0.0,0.0015282730514518594,0.0
melancholy hill,[],0,1,0,0,1,0,1,0,0,0,0,0.000245188181929631,0.0,0.0011241007194244604,0.00011716461628588167,0.00023963575365444525,0.0,0.0,0.0,0.0012464165524118161,5.0205843960236973e-05,0.0003312355084465055,0.0,0.001324308416715715,6.135722174499939e-05,0.0012033694344163659,0.0,0.0010622154779969652,0.0,0.0,0.0,0.0005094243504839531,0.0
baby born soon lifechanging years feels like yesterday sad happy emotionalrollercoaster,"['lifechanging', 'sad', 'happy', 'emotionalrollercoaster']",0,0,0,0,1,1,0,0,1,0,0,0.03420375137918352,0.00048480147379648033,0.018435251798561147,0.0,0.03666427030913012,9.428180832508368e-05,0.02169334456613311,9.801999607920016e-05,0.048485603888819645,0.0011045285671252133,0.049022855250082806,0.001690902942171119,0.04178928781636257,6.135722174499939e-05,0.04332129963898917,0.0004486987735566856,0.05447647951441578,0.001588659415862153,0.020469296055916127,0.0,0.018339276617422313,0.0
ready sweet princess arrive weeks saturday excited,['excited'],0,1,0,0,1,1,1,0,0,0,0,0.0029422581831555724,0.0,0.009892086330935253,0.00070298769771529,0.003235082674335011,0.0,0.007160909856781803,0.0005881199764752011,0.011217748971706345,0.0006024701275228437,0.01093077177873468,0.002029083530605343,0.009564449676280163,0.0007362866609399926,0.003309265944645006,0.0,0.004704097116843703,0.0,0.0014977533699450825,0.0,0.003056546102903719,0.0
hoopdawg87 micktheperm meanwhile white cops keep killing black people less outrage strange society,[],1,0,1,0,0,0,0,0,0,0,0,0.040701238200318755,0.0009696029475929607,0.010116906474820145,0.00011716461628588167,0.04013898873711958,0.0009428180832508368,0.017270429654591406,0.00039207998431680063,0.01408450704225352,5.0205843960236973e-05,0.009937065253395166,0.00016909029421711193,0.015450264861683344,0.0,0.014741275571600484,0.00014956625785222854,0.022154779969650987,0.0001833068556764023,0.004992511233150275,0.0,0.010188487009679063,0.0
took school proud say got accepted girl going finish happy,['happy'],0,0,0,0,1,0,0,0,0,0,0,0.03224224592374647,0.0,0.02338129496402878,0.0009373169302870534,0.030913012221423435,0.0,0.02169334456613311,0.0,0.04549420416303128,0.0008534993473240286,0.048691619741636306,0.0013527223537368955,0.04075927015891701,0.0004908577739599951,0.023766546329723227,0.0,0.029742033383915026,0.0,0.016475287069395907,0.0,0.016811003565970453,0.0
feeling worthless always depression,['depression'],0,0,0,0,0,0,0,1,1,0,0,0.007968615912713008,0.0,0.0053956834532374095,0.0,0.008507069254732807,0.0,0.013268744734625106,0.0,0.011217748971706347,0.0,0.011262007287181186,0.0,0.012948793407886993,0.0,0.025872442839951867,0.0007478312892611427,0.024582701062215474,0.00030551142612733715,0.003494757863205192,0.0,0.00967906265919511,0.0
aradsliff know worst purpose laughter,['laughter'],0,0,0,0,1,0,1,0,0,0,0,0.015201667279637121,0.0001454404421389441,0.010566546762589928,0.0,0.01557632398753894,0.00014142271248762553,0.013479359730412806,0.0,0.018945531596659605,0.0002008233758409479,0.015568068896985757,0.0,0.017363154796939374,0.00024542888697999754,0.014741275571600484,0.0,0.016084977238239758,0.0,0.010983524712930605,0.0,0.008660213958227202,0.0
